##*************************************
#Arabic Stop word list for morphology analysis and information retrival
#  Most frequent stopwords in Arabic Wikippedia Corpus, useful for Standard Modern Arabic
#Corpus Version 01-Feb-2023: 
#Version        : 0.9
#Generated at   : 23.02.02-12:50 
#Author         : Taha Zerrouki 
#Web            : http://arabicstopwords.sf.net
#Source         : http://github.com/linuxscout/arabicstopwords
#*************************************
في	8681864
من	5413763
على	2226421
إلى	1706658
أن	1079312
هو	885744
مع	852408
التي	824058
أو	812732
عن	772358
كان	649883
بين	609455
هي	555414
و	554059
ما	551097
بعد	494716
هذه	481046
الذي	450022
ذلك	444557
هذا	438373
حيث	395693
قبل	335690
خلال	328936
م	321578
لا	319453
كما	298891
ي	298687
وقد	298228
بن	297584
غير	279022
وفي	268949
تحت	268943
قد	264411
حتى	258611
وهو	251890
مثل	251614
أكثر	250810
أي	245755
لم	241124
ة	234238
كل	227177
ثم	218087
بعض	203385
وكان	202080
وهي	197923
ت	192409
أنه	186138
حسب	169648
منها	169086
له	165820
جميع	161561
والتي	157211
فيها	150934
ل	150200
أول	146355
عندما	144376
أما	141813
ن	140270
ولكن	139996
هناك	138937
ومن	138497
الذين	137578
دون	135348
منذ	134185
أيضا	132705
د	130075
عند	129486
ضمن	128703
ب	128005
لديها	127053
فوق	124365
بها	124156
مما	119228
حول	114881
ر	113850
لها	113544
فيه	111980
فقد	109586
ق	108513
بينما	107589
تلك	107267
إلا	106165
فإن	105234
إن	103081
أ	100898
عليه	100818
حين	100575
علي	100050
أنها	98652
فقط	96735
ع	96244
نفس	94113
بما	93513
حوالي	93376
لكن	92755
مرة	92074
به	88383
ذات	87610
قام	86660
عليها	86633
والذي	86476
إذا	85720
وذلك	81554
فما	76752
لكل	76725
أثناء	76399
بأن	76268
جنوب	75339
ومع	72636
ولا	71807
ه	71645
ابن	71009
وقت	69232
نحو	68934
معهم	67896
أصبح	66773
أجل	66750
بي	66599
فيما	65431
س	64318
ف	62976
أبو	62138
شمال	61984
بحسب	60492
ولم	59363
وبعد	59157
إذ	57223
الآن	57097
لدى	54070
وعلى	53425
نفسه	52584
ك	52027
وما	51164
وكذلك	51060
منه	49501
بل	48761
لأن	48049
بعضهم	47666
أقل	46518
شرق	45355
منهم	43523
ح	42436
ج	41737
أعلى	41396
ليس	41052
شهر	40927
لذلك	40311
وهذا	39585
بأنه	38866
كم	38537
أم	38006
غرب	37978
هؤلاء	37972
أمام	37785
ذوي	36816
وأن	36262
عامة	36223
عنه	35736
إليه	35177
أهم	35165
كذلك	34618
لهم	33841
هم	33781
تي	32940
أبي	32654
ى	30958
إليها	30774
لهذا	30558
وحتى	30532
وغيرها	30428
جدا	30001
وي	29206
إي	28943
ص	28845
لقد	28830
معه	28688
لكنه	28581
شبه	28491
عنها	27681
عين	27261
بأنها	27171
نفسها	26649
بعدها	26442
لي	25620
ش	25484
خلالها	24854
عاد	24496
بذلك	24327
بحيث	23695
لهذه	23582
ذو	23460
ولكنه	23282
فهو	22857
وهناك	22794
فهي	22443
أنهم	22366
لأنه	22180
حي	21825
ط	21665
ظل	21361
بدون	21243
لما	21127
وليس	20474
إنه	20195
عليهم	19785
كلا	19484
لو	19349
ولكنها	19284
وبين	19270
وهم	19104
ذا	19083
ليست	19075
خ	18881
ساعة	18708
بنفس	18567
لكنها	18552
بهذا	18374
ز	18099
وغير	18063
لديه	17900
وعندما	17889
وأصبح	17810
لن	17734
جعل	17584
آنذاك	17337
لديهم	17013
هنا	16894
ها	16801
جنب	16591
إيه	16508
فإنه	16255
إما	16164
بعضها	16145
كي	15983
سوف	15906
سوى	15820
أخذ	15787
وبعض	15731
فعل	15680
ث	15598
بهم	15576
ذي	15379
بينهم	15308
ض	15208
بينها	15187
وراء	15164
وهذه	15013
ومنها	14648
هما	14640
وأيضا	14624
لأنها	14187
خلف	14105
ففي	14062
بهذه	14053
فهم	14027
إلي	14025
وله	13741
ذ	13257
ابنه	13147
كيف	13129
وقام	13091
وإن	12827
أولا	12562
فكان	12562
لبعض	12181
وإلى	12052
تجاه	12047
وخلال	11992
تحول	11920
لذا	11888
وهكذا	11629
إنها	11351
لكي	11139
معها	11085
وغيرهم	10871
ولقد	10857
أنا	10777
بعدما	10755
ومنذ	10732
أنفسهم	10631
ولذلك	10395
فلم	10271
بلا	10252
لجميع	10192
غ	10116
صباح	10100
بينهما	10046
بكل	10033
وبذلك	9962
بك	9676
لأي	9637
وأكثر	9584
حينها	9535
فلا	9500
وأنه	9403
أولئك	9328
وإذا	9181
وكل	9153
لأكثر	9144
وعند	9124
أف	9115
وهما	9020
ذاته	8888
بأي	8805
وجنوب	8773
فمن	8705
وبعدها	8569
منهما	8329
وعن	8290
كلها	8216
سرعان	8062
أسفل	7872
الأب	7805
فإنها	7761
بعده	7606
أنشأ	7508
هل	7304
والذين	7277
ممن	7243
أخيه	7224
ألا	7115
ولي	6980
غيرها	6897
لتلك	6806
ولها	6797
بنحو	6793
بنفسه	6706
مساء	6645
وابن	6573
وشمال	6529
وقبل	6498
وا	6472
لنا	6451
فيهم	6387
وأول	6348
وكما	6305
ولهذا	6251
وإنما	6161
حينما	6099
إليهم	6079
وعاد	5960
ولما	5908
كلما	5876
أية	5846
فإذا	5841
فعلى	5785
عدا	5724
مهما	5712
بيد	5699
هنالك	5666
أمن	5664
ذاتها	5573
ببعض	5556
وقتها	5531
أبيه	5490
لك	5490
وأما	5409
ومنهم	5407
فلما	5403
نحن	5298
أبا	5290
وظل	5286
وأبو	5251
بات	5247
عما	5140
وأخذ	5096
وفيها	5080
أين	5039
بأنهم	5014
كلاهما	4965
جنوبي	4944
لكنهم	4933
فحسب	4931
صار	4929
لمن	4847
وحوالي	4832
بينه	4776
عنهم	4758
وأثناء	4750
وبحسب	4745
خلاله	4699
جميعها	4662
أنت	4639
شرقي	4617
غيره	4590
كله	4582
ولو	4509
ظ	4496
وغيره	4468
وحسب	4455
رب	4426
وسرعان	4402
نفسي	4376
أبدا	4351
أب	4325
عل	4288
ذاتي	4253
لهما	4244
بضع	4202
غربي	4143
لأنهم	4130
وبما	4102
وعين	4034
حوله	4006
ضمنها	3987
عندها	3982
وجميع	3952
وأنها	3948
حولها	3926
وكيف	3880
بأكثر	3833
وفيما	3797
إذن	3732
ألم	3720
عوض	3711
ذاك	3668
بعضهما	3664
مثلما	3662
وتحت	3642
هكذا	3637
وبهذا	3588
وبينما	3584
لحظة	3583
خلفه	3545
ولكنهم	3539
بمن	3522
إنما	3521
فقام	3513
أنهما	3509
أولي	3503
كلي	3499
وعلي	3491
عنده	3463
ككل	3438
فعلي	3417
شمالي	3412
وليست	3412
ابنها	3398
وفيه	3395
قط	3302
أليس	3289
حم	3285
متى	3275
هذين	3273
فهناك	3251
مه	3217
ولديه	3209
وهنا	3196
ولأن	3191
بعين	3173
وجعل	3167
بجميع	3149
ولعل	3138
لنفسه	3106
اللواتي	3091
وكذا	3059
وبها	3058
لابن	3054
كلتا	3044
لدينا	2998
ليل	2954
بتلك	2949
أصلا	2940
وشرق	2928
اللذان	2922
اللذين	2895
بوقت	2877
أيه	2850
وكلاهما	2841
شهري	2831
إنهم	2811
ومعه	2798
وعليه	2790
طالما	2786
ولديها	2784
لجعل	2779
اللاتي	2777
لنفس	2769
علينا	2743
فهذا	2708
وذات	2705
ثمة	2704
تلقائي	2668
أخ	2668
يمين	2611
ليلي	2600
ومما	2561
وسوف	2560
أننا	2551
عينه	2542
ماذا	2521
ومثل	2511
وبعضها	2484
وغرب	2484
وتلك	2465
كيت	2456
غيرهم	2447
عليك	2436
وأنا	2431
ته	2427
وابنه	2407
وشبه	2383
بهما	2375
لولا	2370
نعم	2348
أبوه	2344
ولن	2332
الأخ	2317
ئ	2294
وحين	2277
فتحت	2269
عليهما	2265
أخوه	2261
وأقل	2247
رجع	2245
ولذا	2228
خلفي	2214
وقته	2200
فبعد	2199
هاتين	2193
فلك	2178
وصار	2174
شرع	2167
لدي	2156
ومرة	2138
وأي	2135
فعندما	2092
بنفسها	2040
ومنه	2029
فإنهم	2022
إزاء	2012
علق	2011
فأصبح	1998
وخلفه	1991
وأبي	1986
وحيث	1931
بيني	1924
فاي	1904
فو	1897
معي	1893
إياه	1885
والآن	1872
ليسوا	1870
وحول	1861
وأكثرها	1858
تين	1840
أكل	1832
جميعهم	1824
ودون	1810
مثلي	1810
لأولئك	1808
وإلا	1793
عندهم	1793
بجنوب	1780
وبدون	1769
كليهما	1764
وحي	1761
حار	1750
وأنشأ	1737
ببعضها	1718
فأن	1704
حينئذ	1689
تان	1687
أمامه	1678
أشبه	1662
مثله	1653
ولكل	1633
لمثل	1627
أولها	1618
فيهما	1612
وثم	1602
ولدى	1577
لطالما	1527
ونحو	1525
لعل	1504
حوالى	1502
وريث	1498
إياها	1497
وأنهم	1489
فلقد	1482
بغير	1479
فلكي	1460
فكل	1455
وتحول	1453
ضمنهم	1452
وكلها	1448
فهذه	1441
ونحن	1436
وبهذه	1434
فليس	1410
أيها	1401
عندئذ	1400
وغيرهما	1393
وبه	1392
إلينا	1387
وكأنها	1386
مني	1370
لات	1366
أخاه	1364
وكأنه	1361
هن	1354
مثلها	1349
لست	1348
ؤ	1346
منهن	1318
لأبي	1310
لكم	1309
بنا	1307
إني	1307
ولكي	1297
فأخذ	1291
كأن	1286
لهن	1285
كلهم	1282
لهؤلاء	1267
فسوف	1262
لجنوب	1256
بابن	1250
فلن	1250
